title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget en $,Opening weekend USA en $,gross en $,Cumulate Worldwide Gross en $,runtime,sound Mix,Color,Aspect Ratio 
Udaan,8.1,xxx,43021,Drama,Vikramaditya Motwane,Vikramaditya Motwane,2h 14min,2010-07-16,India,Jamshedpur; Jharkhand; India,108,"After being abandoned for eight straight years in boarding school, Rohan returns to the small industrial town of Jamshedpur and finds himself closeted with an authoritarian father and a younger half brother who he didn't even know existed. Forced to work in his father's steel factory and study engineering against his wishes, he strives to forge his own life out of his given circumstances and pursue his dream of being a writer.",xxx,271,7461,434862,134 min,or,Ratio: 2.35 : 1,xxx
La disparition de Haruhi Suzumiya,8.1,xxx,6520,Animation; Dram,Tatsuya Ishihara,Nagaru Tanigawa,2h 42min,2010-02-6,Japan,xxx,23,"On December 18, Kyon finds that several traces of the SOS Brigade have mysteriously disappeared from his life. Mikuru and Yuki do not seem to recall meeting him, and Haruhi and Itsuki do not attend North High School. In addition, all the former Brigade members have become normal people. Eventually, Kyon receives a message from Yuki's alien counterpart asking him to gather keys for a program that could return him to his own reality. This starts Kyon on a journey that eventually leads him back to the night Haruhi first became interested in meeting aliens, time travelers, and espers.",xxx,xxx,7701498,7701498,162 min,xxx,xxx,xxx
Des nouilles aux haricots noirs,8.1,xxx,16922,Comedy; Drama;,Hae-jun Lee,Hae-jun Lee,1h 56min,2009-05-14,Korea,xxx,74,"After failing to kill himself by jumping off a bridge, the man is washed up on a deserted island in the middle of the river, but within view of the city's high-rises. He attempts to escape, but soon accepts his fate and the challenges in living on the island. A reclusive young woman, who takes close-up shots of the moon and has not left her apartment in years, spies him on the island and comes to think of him as her own alien.",5000000.0,xxx,3732224,3732224,116 min,xxx,xxx,xxx
Prisoners,8.1,70,617373,Crime; Drama; M,Denis Villeneuve,Aaron Guzikowski,2h 33min,2013-10-9,USA,Conyers; Georgia; USA,1012,"How far would you go to protect your family? Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street. Heading the investigation, Detective Loki arrests its driver, Alex Jones, but a lack of evidence forces his release. As the police pursue multiple leads and pressure mounts, knowing his child's life is at stake the frantic Dover decides he has no choice but to take matters into his own hands. But just how far will this desperate father go to protect his family?",46000000.0,2081705,61002302,122126687,153 min,"SDDS
| Datasat
| Dolby Digital
| Dolby Surround 7.1
| Dolby Atmos","Color
(DeLuxe)",1.85 : 1
Mad Max: Fury Road,8.1,90,902534,Action; Adventu,George Miller,George Miller,2h,2015-05-14,USA,Namib Desert; Namibia,2132,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and almost everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",150000000.0,4542812,154058340,376109824,120 min,"Dolby Digital
| Datasat
| SDDS
| Dolby Atmos",Color,2.39 : 1
Warrior,8.1,71,442451,Action; Drama;,Gavin O'Connor,Gavin O'Connor,2h 20min,2011-09-14,USA,Santa Clarita; California; USA,732,"Two brothers face the fight of a lifetime - and the wreckage of their broken family - within the brutal, high-stakes world of Mixed Martial Arts (MMA) fighting in Lionsgate's action/drama, WARRIOR. A former Marine, haunted by a tragic past, Tommy Riordan returns to his hometown of Pittsburgh and enlists his father, a recovered alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path towards the title prize, his brother, Brendan, a former MMA fighter unable to make ends meet as a public school teacher, returns to the amateur ring to provide for his family. Even though years have passed, recriminations and past betrayals keep Brendan bitterly estranged from both Tommy and his father. But when Brendan's unlikely rise as an underdog sets him on a collision course with Tommy, the two brothers must finally confront the forces that tore them apart, all the while waging the most intense, ...",25000000.0,524210,13657115,23308615,140 min,"Dolby Digital
| Datasat
| SDDS
| Dolby Surround 7.1
| Dolby Atmos",Color,2.35 : 1
A Wednesday,8.1,xxx,74802,Action; Crime;,Neeraj Pandey,Neeraj Pandey,1h 44min,2008-09-5,India,xxx,157,"A man calls up the Mumbai police, and tells them he has placed five different bombs in the city -- all set to go off in some time. He wants four terrorists in exchange. Does he get them? Who is behind it all? What's his motive? Is there more than meets the eye?",xxx,xxx,3256911,3256911,104 min,xxx,xxx,xxx
Gulaal,8.1,xxx,14170,Crime; Drama; T,Anurag Kashyap,Raj Singh Chaudhary,2h 20min,2009-03-13,India,xxx,68,"Bikaner-based 28-year-old Dilip Kumar Singh is enrolled in a Rajpur-based Law college, and rents a room with an unstable male, Rananjay Singh. His attempts to re-locate to a hostel, pits him against a group of men, led by Jadhwal, who not only assault, but also molest him, and then lock him in a dark room with a naked and abused female, Anuja. He recuperates in a hospital and joins hands with Rananjay and Dukey Bana to avenge this humiliation, as well as befriends Anuja, who is a Lecturer in the college. He also decides to support Rananjay, who is legitimate son of a former Raja, to run for college elections - and it is this decision that will shatter and change his life forever.",xxx,xxx,2364294,2364294,140 min,xxx,xxx,xxx
Gran Torino,8.1,72,730000,Drama,Clint Eastwood,Nick Schenk,1h 56min,2009-02-25,USA,13140 Charlevoix St; Detroit; Michigan; USA,1034,"Walt Kowalski (Clint Eastwood) is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao Lor (Bee Vang), a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",33000000.0,27172,148095302,269958228,116 min,"DTS
| Dolby Digital
| SDDS",Color,2.39 : 1
Harry Potter et les Reliques de la Mort 2ème partie,8.1,85,782405,Adventure; Dram,David Yates,Steve Kloves,2h 10min,2011-07-13,USA,Swinley Forest; Bracknell; Berkshire; England; UK,1011,"Harry (Daniel Radcliffe), Ron (Rupert Grint), and Hermione (Emma Watson) continue their quest of finding and destroying Voldemort's (Ralph Fiennes') three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins, and life as they know it will never be the same again.",125000000.0,16918942,381409310,1342321665,130 min,"Dolby Digital
| Datasat
| Dolby Surround 7.1
| SDDS
| Sonics-DDP
| DTS
(DTS: X)",Color,2.39 : 1
Love Exposure,8.1,78,12300,Action; Comedy;,Sion Sono,Sion Sono,3h 57min,2009-01-31,Japan,Dog statue; Shibuya; Tokyo; Japan,69,"Three emotionally abused people from the fringes of society get locked in a convoluted love triangle. Yuu, a Catholic boy searching for true love ends up taking erotic photographs of women in public until he discovers Yoko, whom he sees as his Virgin Mary. Yoko, an antifamily, misandristic girl finds that her foster mother will be marrying Yuu's father. Koike, an ""original sinner"", coordinates a plan to convert Yuu's family to her cult. Under her careful direction, their lives come crashing together in one fateful street fight.",xxx,xxx,xxx,xxx,237 min,xxx,xxx,xxx
Departures,8.1,68,49293,Drama; Music,Yôjirô Takita,Kundô Koyama,2h 10min,2009-06-3,Japan,Sakata; Yamagata; Japan,160,"Daigo Kobayashi is a devoted cellist in an orchestra that has just been dissolved and now finds himself without a job. Daigo decides to move back to his old hometown with his wife to look for work and start over. He answers a classified ad entitled ""Departures"" thinking it is an advertisement for a travel agency only to discover that the job is actually for a ""Nokanshi"" or ""encoffineer,"" a funeral professional who prepares deceased bodies for burial and entry into the next life. While his wife and others despise the job, Daigo takes a certain pride in his work and begins to perfect the art of ""Nokanshi,"" acting as a gentle gatekeeper between life and death, between the departed and the family of the departed. The film follows his profound and sometimes comical journey with death as he uncovers the wonder, joy and meaning of life and living.",xxx,7494,1498210,70636951,130 min,or,Ratio: 1.85 : 1,xxx
Hatchi,8.1,xxx,259861,Biography; Dram,Lasse Hallström,Stephen P. Lindsey,1h 33min,2010-06-9,USA,1 Depot Square; Woonsocket; Rhode Island; USA,529,"Commuting by train, music professor Parker Wilson finds an Akita puppy, whose cage broke unnoticed during shipping, leaving his destination unknown, and since the station can't care for it and the dog catcher warns even such cute ones may not be adopted in the two weeks allowed, he kindly takes it home. His bossy, jealous wife Cate initially makes Parker swear it won't stay, but by the time its' clear nobody will claim him and an adoption candidate is found, she agrees to keep the dog, who won over their daughter Andy and her fiance Michael at first sight. Parker's Japanese college friend Ken inspires naming the pup Hachi(ko), and is pleasantly surprised when Parker successfully tackles the challenge to get it to fetch, which Akitas don't usually do. Hachi makes a habit of waiting for his equally doting master at the station every evening, but after a cardiac crisis, Parker dies. Hachi refuses to accept this, being moved to Michael's home as Cate moves out, waiting for a master who ...",16000000.0,xxx,46749646,46749646,93 min,io: 1.85 : 1,xxx,xxx
Mary et Max.,8.1,xxx,167116,Animation; Come,Adam Elliot,Adam Elliot,1h 32min,2009-09-30,USA,Melbourne; Victoria; Australia,248,"In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. She's Mary Dinkle, the only child of an alcoholic mother and a distracted father. He's Max Horowitz, an overweight man with Asperger's, living alone in New York. He writes back, with chocolate. Thus begins a 20-year correspondence, interrupted by a stay in an asylum and a few misunderstandings. Mary falls in love with a neighbor, saves money to have a birthmark removed and deals with loss. Max has a friendship with a neighbor, tries to control his weight, and finally gets the dream job. Will the two ever meet face to face?",6373118.23,xxx,1740429,1740429,92 min,io: 1.85 : 1,xxx,xxx
